text,label
lol this is annoyinggggg 💔,Negative
lol thissss is patheticccc 😤,Negative
lol this is annoyinggg 😒,Negative
besttt everrr 😏 totally helpful,Sarcastic
just perfectttt 🙄 totally helpfullll,Sarcastic
bro thissss is great ✨,Positive
lol this is annoyinggg 😭,Negative
highkeyyy this is awesomeeeee 🥳,Positive
wow amazing 👏 toatllyyy helpful,Sarcastic
greattttt job 👏 totally helpfulllll,Sarcastic
wow amazinggggg 🙃 totally helpflulll,Sarcastic
highkeyyy this is fantastic 😄,Positive
idk it was regularrr 😐,Neutral
highkey thisssss is trsah 😒,Negative
ngl this is amazinggg ❤️,Positive
highkey this is aweosmeee ✨,Positive
lol this is trashhh 😡,Negative
lol thisssss is lit 🤩,Positive
gerat job 😒 totally helpfulll,Sarcastic
bro this is soliddd ✨,Positive
ngl thisssss is amazingggg 😁,Positive
ngl thissss is bad 😒,Negative
omg this is amazinggggg 🥳,Positive
best ever 🙄 totally helpflu,Sarcastic
love that for me 😂 totallyyyyy helpfullll,Sarcastic
wow amazinggggg 😂 totally hlepful,Sarcastic
just perfect 🙃 toatlly helpful,Sarcastic
just perfecttttt 😒 totlaly helpful,Sarcastic
ngl thissss is perfectttt 😍,Positive
highekyyyy it was reuglar 🤷,Neutral
higkhey this is lit ✨,Positive
lol thisssss is awesomeeeee 🔥,Positive
highkey thisssss is fanatstic 😄,Positive
highkeyyyy this is greattt 🔥,Positive
wow amazing 👏 totally helfpul,Sarcastic
wow amazinggg 🙃 ottally helpful,Sarcastic
love thattttt for me 😒 ttoallyyyyy ehlpful,Sarcastic
highkey thisss is bad 😭,Negative
lol it was averageeee 🤷,Neutral
wow amazing 😏 toatlly helfpul,Sarcastic
highkeyyy it was average 🫤,Neutral
lowkeyyyyy this is fantasticcc 😁,Positive
bro tihsss is great 😁,Positive
besttttt ever 👏 totallyyy helpfulllll,Sarcastic
idk thissss is fantastic ❤️,Positive
idk this is soldiddd 🥳,Positive
just perfect 🙄 totally hlepful,Sarcastic
yehahh sure 😒 totally helpful,Sarcastic
lowkeyyyyy it was average 🫤,Neutral
highkeyyyyy thisssss is perfect 😄,Positive
graet job 😂 totally heplful,Sarcastic
besttttt ever 👏 totally helpflulll,Sarcastic
ngl this is awful 👎,Negative
fr this is greattt ✨,Positive
highkey thisss is patheitc 😞,Negative
idk htissss is trashhhhh 😤,Negative
lowkeyyy this is fantastic 🔥,Positive
bro thisss is trash 😞,Negative
fr this is patheticcc 👎,Negative
fr it was satndard 🫤,Neutral
omg thisssss is perfcet 🥳,Positive
highkey thisss is solid 🔥,Positive
lol thissss is great 🔥,Positive
lowkey tihsssss is fatnasticcccc 🥳,Positive
lvoeee htattt for me 🙃 totally helpful,Sarcastic
lowkey this is awful 👎,Negative
bestttt everrrrr 😒 totally heplful,Sarcastic
tbh it was okayyyyy 😐,Neutral
just perfect 🙃 totallyyy helpfullll,Sarcastic
lol thisss is solid 😍,Positive
tbh thisss is lit 😄,Positive
lol it was regulrarrr 😐,Neutral
tbh this is terribel 😠,Negative
omg thsissss is trash 💔,Negative
yeahhhh sure 👏 totallyyyyy helpful,Sarcastic
great job 😒 totlaly heplful,Sarcastic
highkeyyyyy it was averageee 😐,Neutral
idk this is greattt 🥳,Positive
besttt ever 😏 totallyyy helpful,Sarcastic
omg thisssss is annyoing 😞,Negative
highkeyyyy this is pathetic 😒,Negative
tbh this is terribleee 😞,Negative
great job 🙄 ttoally helpful,Sarcastic
omg this is annoyinggggg 😡,Negative
highkeyyyy thisssss is fantastic 😄,Positive
ngl this is awufl 😒,Negative
fr this is terrbile 😠,Negative
lowkey it was standardddd 🙂,Neutral
bro thissss is trash 😒,Negative
highkey it was aevrage 🤷,Neutral
just perfect 😏 totally ehlpful,Sarcastic
highkey tihsss is aweosmeee 😄,Positive
wow amazigngg 🙃 totally helpfullll,Sarcastic
ngl this is greattttt 🔥,Positive
lol this is terrbileee 😠,Negative
just pefrect 😏 totally helpfulll,Sarcastic
yeah sureee 🙃 ttoallyyyyy helpful,Sarcastic
highkeyyy this is worst 💔,Negative
hgihkey this is awfullll 😒,Negative
idk htisss is rtash 💔,Negative
fr this is terribelee 😞,Negative
fr this is annoyinggg 💔,Negative
fr thisss is amazing 😍,Positive
lwokey it was standarddddd 🫤,Neutral
lol it was rgeular 🙂,Neutral
tbh it was stnadard 🙂,Neutral
highkey this is annoyinggg 👎,Negative
lowkey this is apthetic 😤,Negative
love thattttt for me 🙃 toatlly helpful,Sarcastic
tbh this is fantasticcc 🤩,Positive
highkeyyyyy thisss is amzaing 🥳,Positive
yeahhh sure 😏 totallyyyyy helpfulll,Sarcastic
loweky this is gretatt 🤩,Positive
lowkeyyy thissss is awful 💔,Negative
love thattt for me 😂 totallyyyy helpfulllll,Sarcastic
lol thisssss is trash 😡,Negative
highkye this is perfectttt 😄,Positive
bro this is wrosttt 😞,Negative
lowkeyyyyy it was okayyyyy 😐,Neutral
bro thisss is amazinggggg 😍,Positive
omg this is pathteic 💔,Negative
idk this is trashhh 👎,Negative
yeahhhhh sure 😒 totallyyy helpfullll,Sarcastic
omg thisss is amazing ✨,Positive
idk this is pathetic 😠,Negative
fr this is awesomeeeee ❤️,Positive
omg thisss is great 😁,Positive
lol thisssss is worst 😭,Negative
ngl it was regularrr 🙂,Neutral
lowkeyyyy it was normla 🤷,Neutral
just perfect 👏 totally helpfullll,Sarcastic
wow amazing 🙃 totallyyyyy hlepfulll,Sarcastic
bro this is nanoying 😤,Negative
lowkey it was tsandarddddd 🙂,Neutral
idk this is worst 😤,Negative
fr thissss is annoyinggg 👎,Negative
tbh thisss is terribleeeee 😤,Negative
bro it was regluar 🫤,Neutral
just perfect 😒 ottally helpfulllll,Sarcastic
omg thsisss is amazing 😍,Positive
idk thissss is bad 😤,Negative
tbh this is waful 😒,Negative
tbh thissss is worst 😤,Negative
lowkeyyy it was regular 🙂,Neutral
bro thisss is awesome 🥳,Positive
highkeyyyyy thisssss is trash 😡,Negative
ngl thisssss is terribleeeee 😠,Negative
greattt job 👏 totally helpfulll,Sarcastic
justtttt perfect 👏 totally helpfulllll,Sarcastic
lol this is worts 😡,Negative
wow amazing 👏 ottallyyyy helpful,Sarcastic
wow amazing 🙃 totalyl ehlpful,Sarcastic
omg this is awesomeeeee ✨,Positive
love that for me 😏 totlaly helfpul,Sarcastic
lowkeyyyy thisss is lit 😍,Positive
lowkey this is ptahetic 👎,Negative
omg this is terribel 😭,Negative
lowkey thissss is greta ❤️,Positive
highkey thissss is pathetic 😤,Negative
highkeyyyy it was okayyy 🤷,Neutral
bestttt everrr 🙄 totally heplful,Sarcastic
olwkey it was fine 🤷,Neutral
besttt ever 🙃 totally helpfulll,Sarcastic
greattt job 😒 totally helpufl,Sarcastic
lowkeyyyy this is perfect ✨,Positive
lol thissss is awful 💔,Negative
fr this is amaiznggg 🥳,Positive
yeah sureee 🙃 totallyyyy helpful,Sarcastic
lokwey this is awful 😡,Negative
lowkey it was avergae 🤷,Neutral
wow maazinggggg 😒 ottallyyyy helpfulllll,Sarcastic
omg it was regualr 🫤,Neutral
wow amazinggg 😒 totally helpfulll,Sarcastic
fr this is perfectttt 🤩,Positive
highkey tihsssss is terrible 😠,Negative
lol this is greattttt ❤️,Positive
loveee that for me 🙄 totally helpfulllll,Sarcastic
idk this is amzaing ❤️,Positive
highkeyyyyy this is pathteic 💔,Negative
tbh thissss is amazinggggg 🤩,Positive
yeah sure 😒 totallyyyy helpfulll,Sarcastic
highkey this is awesomeeee 🥳,Positive
ngl thisss is worts 😒,Negative
loveee thtatt for me 🙄 totallyyyyy helpful,Sarcastic
just perfect 🙃 totallyyyyy helpfulll,Sarcastic
highkey thisss is awesmoe 😄,Positive
wow amazing 👏 totally helfpulll,Sarcastic
bro this is wrost 😤,Negative
great job 🙃 totallyyyy hlepful,Sarcastic
lowkeyyy thisssss is annoying 😤,Negative
yeah sure 🙃 totallyyyy heplfullll,Sarcastic
ngl htissss is eprfect 🔥,Positive
bro this is awflu 😡,Negative
omg thisss is trash 😭,Negative
lokwey thisssss is pathetic 😤,Negative
tbh thisssss is amazinggg ❤️,Positive
lokwey this is greattttt 🥳,Positive
highkey thisssss is awesome 😍,Positive
yeah sure 😂 totally ehlpfulllll,Sarcastic
lol this is geratttt 😁,Positive
jsuttt perfecttt 😒 ottally helpfullll,Sarcastic
gerat job 😂 totallyyyyy helpfulllll,Sarcastic
highkeyyyy it was regularrrr 🙂,Neutral
omg thisss is awful 😭,Negative
fr this is perfecttt 😁,Positive
ngl it was standadr 😐,Neutral
lowkey this is soliddddd 😍,Positive
justtt perfecttt 👏 totally helpful,Sarcastic
higkheyyyyy it was regular 🫤,Neutral
best ever 😒 toatlly helpfulll,Sarcastic
yeah sure 👏 totallyyyy helpfulllll,Sarcastic
lowkey htisss is perfect 😍,Positive
ngl thisss is worst 😒,Negative
ngl it was regulra 🫤,Neutral
tbh it was stadnarddd 🙂,Neutral
idk it was standrad 😐,Neutral
olwkey thissss is wrost 😠,Negative
gerattt job 😒 totallyyyy heplful,Sarcastic
hihgkeyyy it was okay 🤷,Neutral
highkey this is perfecttttt ❤️,Positive
betsttt ever 👏 totally helpflu,Sarcastic
ngl thisss is perfect 😍,Positive
highkeyyyyy it was rgeularrrrr 🙂,Neutral
love that for me 😂 totallyyyyy ehlpful,Sarcastic
bro this is trashhh 😤,Negative
lol it was nromal 🙂,Neutral
lowkeyyyyy thissss is great ❤️,Positive
lol this is perfcet 🔥,Positive
tbh this is greatttt 😁,Positive
greta job 🙃 totally hlepful,Sarcastic
fr htisss is lit 🥳,Positive
yeahhhhh sureee 😒 totallyyyy helpful,Sarcastic
wow amazinggggg 😒 totallyyyyy helpflu,Sarcastic
just perfectttt 👏 totally helpflu,Sarcastic
fr thisssss is worst 💔,Negative
justtttt perfect 😂 totallyyyy helpful,Sarcastic
lol this is pathteic 😭,Negative
yeah sureeeee 🙄 totally heplfulll,Sarcastic
jsuttt perfecttt 🙃 totallyyy helpfulll,Sarcastic
omg thisssss is awful 😭,Negative
lol it was regulra 😐,Neutral
tbh thisssss is perfect 🔥,Positive
bro it was avergae 😐,Neutral
justtt perfect 🙄 totally helfpul,Sarcastic
lowkey this is soliddd 😁,Positive
tbh thissss is solidddd 😄,Positive
lowkeyyyy this is amazing 😍,Positive
fr thisssss is amazinggggg 😍,Positive
best ever 👏 ottally helpfulllll,Sarcastic
omg thisss is lit 😁,Positive
bro this is amazinggg 🔥,Positive
just eprfect 😏 totally helpful,Sarcastic
just perefcttt 🙃 totally helpful,Sarcastic
lowkeyyyyy this is fantastic 😄,Positive
highkeyyyyy thisssss is pathetic 😞,Negative
lol this is rgeattttt 🤩,Positive
lowekyyy this is awflu 😤,Negative
omg this is terribleeeee 💔,Negative
lol this is awesomeeee 🥳,Positive
omg this is awesomeeeee ❤️,Positive
justtttt pefrect 🙄 totally heplful,Sarcastic
lol this is annoying 💔,Negative
ngl thisssss is awesomeeeee 😍,Positive
ngl this is amazinggggg 😍,Positive
fr it was regularrrrr 🤷,Neutral
lowkey thsiss is amazing 🔥,Positive
lol this is soliddd 🥳,Positive
yeah sure 😏 toatlly helpful,Sarcastic
idk this is apthetic 😒,Negative
best everrrr 👏 totallyyyyy helpful,Sarcastic
tbh this is terribleeeee 😤,Negative
idk this is terribelee 😠,Negative
highkye this is bad 💔,Negative
justtttt perefcttttt 🙃 toatlly helpful,Sarcastic
great job 🙃 totallyyy helpufl,Sarcastic
loveee thatttt for me 🙃 totally helpful,Sarcastic
bro it was okayyyyy 🤷,Neutral
lowkey thissss is trashhhh 👎,Negative
higheky it was regular 🫤,Neutral
best everrr 👏 totallyyyy helpful,Sarcastic
bestttt ever 🙃 totalyl helpful,Sarcastic
highkey this is annoying 😡,Negative
highkeyyyyy thisssss is bad 😒,Negative
lwokeyyyyy it was regular 🙂,Neutral
highkye it was normal 🫤,Neutral
omg this is trash 💔,Negative
best everrr 😒 ottally helpflu,Sarcastic
ngl this is perfecttttt 😍,Positive
bro thisss is awfulllll 👎,Negative
hihgkeyyy it was standard 🫤,Neutral
love that for me 😏 toatllyyyy helpfulllll,Sarcastic
just perfect 🙃 totallyyyyy helpflu,Sarcastic
lol thisssss is maazinggggg 🥳,Positive
bro this is worsttt 😞,Negative
wow amazingggg 😒 ottally helpful,Sarcastic
lowkeyyyy this is annoying 👎,Negative
best everrrr 👏 totally helpfulllll,Sarcastic
fr this is patheticcc 💔,Negative
omg htisssss is perfecttt 😁,Positive
lowkey this is solid 🥳,Positive
lowkey it was averageeee 😐,Neutral
ngl thisss is annoying 😠,Negative
lowkeyyyyy this is terrible 👎,Negative
idk this is soliddddd ❤️,Positive
love thatttt for me 😂 totally helpufllll,Sarcastic
loweky thisssss is awesome 🔥,Positive
tbh this is fatnastic 🔥,Positive
lol thisssss is fantastic 🥳,Positive
greattt job 😂 totally hlepful,Sarcastic
bro thissss is lit 🤩,Positive
yeah sureee 🙃 totally helpfulllll,Sarcastic
highkeyyyy this is annoying 💔,Negative
bro thisss is annoyingggg 😭,Negative
great job 👏 toatllyyy helpfulll,Sarcastic
ngl this is trashhhhh 😞,Negative
highkey it was standadr 😐,Neutral
highkey this is solidddd 🔥,Positive
great job 😂 totallyyyy helpfullll,Sarcastic
bro thisss is bad 😞,Negative
highkeyyyyy thissss is great 🔥,Positive
best ever 🙄 totallyyyy ehlpful,Sarcastic
fr thisss is greattt 🔥,Positive
hihgkey thisss is fantastic 🤩,Positive
besttttt ever 😏 totallyyyyy helpful,Sarcastic
best everrrrr 😂 totally helpfullll,Sarcastic
idk it was averaeg 🤷,Neutral
justtt perfect 🙄 totallyyyyy helpful,Sarcastic
best ever 🙃 toatlly helpful,Sarcastic
idk thisss is solid 🔥,Positive
lol this is greattt 🥳,Positive
tbh this is awesomeeeee ✨,Positive
lwokey thisss is annoyinggg 😒,Negative
bro thissss is fantasitc ✨,Positive
lol thisss is annoying 😠,Negative
bro thsiss is great 🔥,Positive
lowkey this is aewsome 🤩,Positive
yeah sure 🙄 totlaly helpfullll,Sarcastic
great job 🙃 totallyyyyy helpfulll,Sarcastic
highkye this is amazing ❤️,Positive
omg thisss is annoying 💔,Negative
justtttt perfectttt 😂 totally helpful,Sarcastic
idk thisss is bad 😠,Negative
fr this is afntasticcccc 🥳,Positive
love thtatt for me 😂 totally helpful,Sarcastic
highkey it was normla 😐,Neutral
lol thisssss is bad 😤,Negative
fr it was rgeular 🫤,Neutral
just perfect 😒 totally heplfullll,Sarcastic
lowkey this is amazinggg 😄,Positive
lol tihssss is wosrt 😤,Negative
highkey thissss is annyoing 😡,Negative
fr this is perfecttttt 🤩,Positive
higkheyyyy this is graet 😄,Positive
idk this is pathetci 😞,Negative
highkey it was avreage 🫤,Neutral
fr this is greattttt 😍,Positive
justtt perfect 😒 ttoally helpful,Sarcastic
lowkeyyyy thissss is amazniggggg 🔥,Positive
omg thisssss is fantasticccc 🥳,Positive
fr it was okayyyy 🤷,Neutral
lowkey it was standarddd 🙂,Neutral
idk this is soliddd ✨,Positive
love that for me 😂 totally helfpul,Sarcastic
hgihkey thissss is amazing 😁,Positive
jutstttt perfectttt 😂 totally ehlpfullll,Sarcastic
yeah sureeee 🙃 totally helpfulllll,Sarcastic
tbh this is amazinggg 🥳,Positive
tbh this is annoyingggg 😤,Negative
love that for me 😂 totallyyy helpfullll,Sarcastic
highkey this is nanoying 💔,Negative
lowkey tihssss is terirble 👎,Negative
fr thissss is solid 🤩,Positive
lokweyyy it was stnadardddd 😐,Neutral
yeah sureeee 🙃 totallyyyyy helpfulll,Sarcastic
fr thissss is bad 😠,Negative
ngl thisssss is trash 😡,Negative
omg this is worts 😭,Negative
rgeatttt job 😂 totallyyyy helpful,Sarcastic
lol this is amazign 😄,Positive
ngl htissss is annoyingggg 😠,Negative
justtt perfect 🙃 totallyyy helpful,Sarcastic
lowkeyyyyy this is terribleeee 😞,Negative
omg htisssss is annyoing 💔,Negative
yeah sureeee 🙄 ttoally helpful,Sarcastic
ngl htissss is annoiynggggg 👎,Negative
highkey thisss is prefect 😄,Positive
just perfect 👏 totallyyyy helpfulllll,Sarcastic
lowkey thisss is oslid 🥳,Positive
lowkey tihsss is great 😍,Positive
omg thisssss is trashhhh 👎,Negative
fr thisssss is great 😁,Positive
highkeyyyy thissss is annoying 😤,Negative
best everrrrr 😂 totallyyy helpufl,Sarcastic
bro this is worsttt 💔,Negative
best everrrr 😂 ottallyyyyy helpful,Sarcastic
loveee that for me 🙃 totallyyyy helpfulll,Sarcastic
best ever 😂 totally helpflu,Sarcastic
lowkeyyy it was okay 🙂,Neutral
yeahhhh sure 👏 totallyyyyy helpfulll,Sarcastic
lowkeyyy this is awful 😒,Negative
best everrr 😂 totally helpfullll,Sarcastic
lowkeyyy this is fantastic 😍,Positive
fr thisss is trash 😡,Negative
omg this is awesomeeeee 😄,Positive
love thatttt for me 🙄 totally ehlpful,Sarcastic
lowkey this is awflu 😞,Negative
highkey this is soliddd ✨,Positive
justttt perfecttttt 😂 ottally helpfullll,Sarcastic
tbh this is annoying 👎,Negative
bro thisss is trash 👎,Negative
highkey thisss is solid 😍,Positive
tbh thissss is annoying 😡,Negative
fr this is solidddd 😍,Positive
just pefrect 🙃 totally helpful,Sarcastic
lowkeyyyyy it was average 🤷,Neutral
lol thisssss is worsttt 😡,Negative
tbh thissss is lit 😍,Positive
lol thisss is annoyingggg 😞,Negative
love thattt for me 🙃 totallyyyyy helpful,Sarcastic
fr this is annoyinggggg 😭,Negative
jsuttt perfcet 👏 totallyyyyy helpful,Sarcastic
graettttt job 😂 totally helpful,Sarcastic
omg thissss is awesome 🤩,Positive
best ever 🙃 ttoally helpfullll,Sarcastic
tbh this is annoyinggg 👎,Negative
lol thissss is apthetic 😭,Negative
highkeyyyyy this is trashhh 😭,Negative
besttttt ever 😏 totally helpfullll,Sarcastic
hihgkey it was okayyyyy 😐,Neutral
idk thisss is awful 💔,Negative
just perfect 😂 totally helpuflll,Sarcastic
bro this is awufl 😠,Negative
best ever 👏 totallyyyy helpfullll,Sarcastic
omg this is pathetic 👎,Negative
bro tihssss is lit ❤️,Positive
justtttt perfecttttt 🙃 totallyyy helfpul,Sarcastic
just perefcttt 😏 totallyyyyy helpfulll,Sarcastic
omg thissss is solid 😁,Positive
omg thisssss is oslid 🔥,Positive
just perfcet 🙄 totally hlepfulll,Sarcastic
highkey this is perfect ❤️,Positive
highkeyyyy it was normal 🙂,Neutral
just perfectttt 😒 totallyyy helpful,Sarcastic
highkey thisss is patheticcc 💔,Negative
highkeyyyy it was regular 🫤,Neutral
idk this is patheticcccc 💔,Negative
best ever 🙃 totalylyyyy helpful,Sarcastic
love thatttt for me 😒 toatlly helpful,Sarcastic
lol this is awesome 🥳,Positive
best everrr 😏 totally helpfulllll,Sarcastic
wow amazingggg 😒 totallyyy helpful,Sarcastic
fr thissss is terribleeee 😭,Negative
lol this is amazinggg ❤️,Positive
fr thisss is annoiyng 😭,Negative
ngl this is awesomeeee 😁,Positive
wow amazing 🙄 totally helfpul,Sarcastic
graet job 🙄 totally helpfulll,Sarcastic
lol it was ergular 🤷,Neutral
lol thisssss is lit 😍,Positive
ngl this is amaznig 🔥,Positive
lol this is annoyinggggg 😠,Negative
hihgkey thisssss is fantasticccc 🔥,Positive
bro it was okayyy 🙂,Neutral
omg it was regulra 🤷,Neutral
omg thissss is awesome ❤️,Positive
omg thisssss is awfullll 👎,Negative
ngl tihsss is fantastic 😄,Positive
tbh thisssss is patheticcccc 😞,Negative
best everrrr 🙄 totalylyyy helpful,Sarcastic
lowkeyyyyy tihssss is pathetic 😠,Negative
besttttt ever 🙄 totallyyy helpful,Sarcastic
lowkyeyyyy this is terrible 😠,Negative
fr thissss is solid 🔥,Positive
highkeyyyy thsisss is solid ✨,Positive
lwokeyyy this is prefect ✨,Positive
omg thissss is pathetic 😤,Negative
ngl thissss is annoyign 😭,Negative
highkeyyyyy it was standarddddd 🙂,Neutral
lowkey this is trash 👎,Negative
highkey this is solidddd 🤩,Positive
lowkey thisssss is great 😍,Positive
highkeyyyy this is perfect ✨,Positive
omg this is worsttt 😠,Negative
omg this is perfecttttt 🤩,Positive
justttt perfecttttt 😂 totallyyyyy helpfulll,Sarcastic
best ever 🙃 totally hlepful,Sarcastic
greattttt job 😂 totallyyyy helpfulllll,Sarcastic
idk thissss is awfulll 😒,Negative
tbh thisssss is lit 😁,Positive
great job 😒 ttoally helpful,Sarcastic
wow amazingggg 😒 totally helpfulll,Sarcastic
lowkey thissss is rgeat 😄,Positive
great job 🙄 totalyl helpful,Sarcastic
omg thissss is awful 👎,Negative
tbh thisssss is perfecttttt 😄,Positive
highkey thisss is annoying 😒,Negative
idk thissss is annoyingggg 👎,Negative
ngl this is trashhhhh 😭,Negative
wow amazinggggg 😒 totallyyyyy helpfulll,Sarcastic
idk thissss is gerat ❤️,Positive
omg thisssss is perfectttt 😍,Positive
ngl thisss is amazinggggg 🔥,Positive
idk this is worsttt 😞,Negative
ngl this is patheticcc 😞,Negative
highkeyyyy it was standard 🫤,Neutral
ngl thissss is gerattttt 😍,Positive
wow amazing 🙃 totallyyyy helpfullll,Sarcastic
loweky thisssss is maazing 🤩,Positive
greattt job 🙃 totally helpfulll,Sarcastic
bestttt ever 😂 totally helpfulll,Sarcastic
tbh it was regualr 🫤,Neutral
rgeat job 😏 totallyyyyy helpful,Sarcastic
bestttt ever 🙄 totallyyyyy helpful,Sarcastic
highkeyyyyy this is awful 💔,Negative
ngl it was nromal 🤷,Neutral
wow amazing 😏 totallyyyy helpfulllll,Sarcastic
lol thissss is worst 💔,Negative
gerat job 😏 totallyyyyy helpful,Sarcastic
fr this is aewsome 😄,Positive
ngl thissss is awfullll 😡,Negative
wow amazing 👏 toatlly helpfulllll,Sarcastic
lowkey this is prefecttttt 😁,Positive
lowkey thissss is trash 👎,Negative
lol it was aevrageeee 🤷,Neutral
best ever 🙄 totally ehlpfulll,Sarcastic
bro thissss is fantastci 🥳,Positive
highkeyyyyy this is fantasticcc ✨,Positive
justtt perfect 😒 totally helpful,Sarcastic
lol thisssss is awseome 🥳,Positive
lol it was fineee 🤷,Neutral
just perfect 😒 totallyyyy helpfullll,Sarcastic
yeah sure 😏 totally helpfullll,Sarcastic
omg this is trashhhhh 😤,Negative
highkey thisss is soilddddd 🤩,Positive
yeahhh sure 😒 totally helpfulll,Sarcastic
highkey this is terrible 💔,Negative
lol thissss is fantasitc 😁,Positive
lowkey this is soliddd 🤩,Positive
greta job 👏 totalyl helpful,Sarcastic
rgeat job 😒 totally helpfulll,Sarcastic
best everrrrr 😏 totallyyyy helpfulll,Sarcastic
jutsttt perfect 🙃 totally helpfullll,Sarcastic
idk thisssss is greattttt 😁,Positive
highkeyyyyy this is aptheticccc 😡,Negative
greatttt job 🙄 totally ehlpful,Sarcastic
highkeyyyyy htissss is trash 👎,Negative
highkey this is worstttt 😭,Negative
tbh this is pathetci 👎,Negative
lowkey this is fantastic 🤩,Positive
lol this is solidddd 😄,Positive
omg thissss is pathetci 😒,Negative
just eprfecttttt 😂 totallyyyyy helpufl,Sarcastic
ngl this is trashhh 💔,Negative
loveeeee thattt for me 🙃 totlalyyy helpful,Sarcastic
idk thisssss is awesomeee ✨,Positive
bro it was koayyyyy 🤷,Neutral
fr it was standrad 🙂,Neutral
lowkeyyyy this is perfect 😄,Positive
lowkey this is patheticcccc 😞,Negative
lol this is eprfect 😄,Positive
fr it was regluar 🫤,Neutral
omg thissss is amazing 😁,Positive
lowkey this is waesome 🔥,Positive
lol thisss is awfullll 💔,Negative
lol this is soliddd ❤️,Positive
ngl it was nomralll 🫤,Neutral
omg this is fantasticcc 🤩,Positive
tbh thisss is fantasticcccc ❤️,Positive
great job 😂 totally helpfullll,Sarcastic
olveee that for me 😂 totally helpful,Sarcastic
highkeyyyy this is pathetic 😭,Negative
yeah sure 😂 toatlly helpful,Sarcastic
lowkey it was normalllll 🙂,Neutral
lowkey thsisss is amzaing 😄,Positive
olveeee that for me 😂 totally helpfulllll,Sarcastic
bro it was avearge 😐,Neutral
ngl thissss is annoying 😡,Negative
lowkeyyyy this is pathetic 😠,Negative
lowkey thisss is awesomeee 😄,Positive
omg thisssss is awesomeee 🔥,Positive
idk this is annoyinggg 😤,Negative
lowkeyyyyy this is perfect 🔥,Positive
great job 👏 totallyyyy helpflullll,Sarcastic
justtt perfect 😒 totallyyyyy helpful,Sarcastic
just perefct 🙃 totally heplful,Sarcastic
omg this is amzaing 😄,Positive
fr thissss is trashhhhh 😭,Negative
loweky it was standard 🤷,Neutral
best everrr 🙄 totally helpfullll,Sarcastic
lowkeyyyy this is amazing 🔥,Positive
ngl thissss is perfect 😄,Positive
eyahhhhh sure 👏 totally helpfulll,Sarcastic
besttttt ever 🙃 totally helpful,Sarcastic
lowkeyyy this is awful 😞,Negative
higkhey this is lit 😄,Positive
greattttt job 😒 totallyyyy helpflullll,Sarcastic
highkeyyyyy it was nomralll 🫤,Neutral
highkey thissss is aamzing ❤️,Positive
lowkyeyy this is amazing 😄,Positive
lowkey it was regularrr 🫤,Neutral
bro thissss is lit 🔥,Positive
highkeyyyyy it was average 🫤,Neutral
best ever 🙃 totallyyy helpful,Sarcastic
rgeat job 🙃 totallyyyyy hlepfulllll,Sarcastic
justttt perfect 🙄 totlaly helpful,Sarcastic
omg this is awfullll 😡,Negative
highkey it was averageee 🫤,Neutral
justtt perfect 😏 totally helpfulll,Sarcastic
idk thisssss is worts 😒,Negative
tbh this is perefct 🔥,Positive
best everrrrr 🙃 totallyyyy helpful,Sarcastic
lol this is graettttt 😁,Positive
lol thissss is awesomeee 🤩,Positive
yeah usreeeee 🙄 totallyyy helpful,Sarcastic
fr this is awesomeee 😁,Positive
yeah sure 😂 totally ehlpful,Sarcastic
idk this is awfulll 😞,Negative
yeahhhhh sure 😏 totally helpufl,Sarcastic
love that for me 👏 totalyl helpful,Sarcastic
besttt ever 🙃 totlalyyyyy helpful,Sarcastic
love thatttt for me 😒 totallyyyy helpfullll,Sarcastic
lol thisssss is terrible 😒,Negative
idk this is awesomeeee 😁,Positive
bro thisss is great 🔥,Positive
omg this is annoyinggg 💔,Negative
loveeee that for me 🙄 toatllyyyy helpfulllll,Sarcastic
yeahhh sure 👏 ottally helpful,Sarcastic
ngl thisssss is bad 😡,Negative
ngl thisss is perfcet 😁,Positive
highkey this is terribleee 😡,Negative
yeah sure 👏 totally helfpul,Sarcastic
idk this is perfcet ❤️,Positive
lowkey thisss is solid ❤️,Positive
highkeyyyyy this is fantasticcccc 🤩,Positive
yeah sure 😏 totallyyyy helpful,Sarcastic
besttt ever 👏 ttoally helpful,Sarcastic
idk this is terribleeee 👎,Negative
wow aamzing 😒 totally helpful,Sarcastic
loveee thattttt for me 🙄 totally hlepfullll,Sarcastic
lowkey thissss is amazing 🤩,Positive
tbh this is soliddddd ✨,Positive
just perfecttttt 🙃 totallyyyyy helpfullll,Sarcastic
bro thissss is awesome ❤️,Positive
just perfect 😂 totally helpflulll,Sarcastic
lol this is fanatstic 🥳,Positive
loveeeee thattttt for me 👏 totallyyyy helpful,Sarcastic
highkeyyyyy it was standardddd 🤷,Neutral
wow amazinggg 😂 totallyyy helpfullll,Sarcastic
highkey this is bad 😡,Negative
betsttt ever 🙃 totally heplful,Sarcastic
tbh it was standarddddd 🙂,Neutral
fr thisss is bad 😒,Negative
yehahh sureee 👏 totally helpfulll,Sarcastic
besttttt everrrrr 😏 totallyyyy helpufl,Sarcastic
fr thissss is lit 🔥,Positive
yeah sure 😏 totallyyyyy helpfullll,Sarcastic
tbh this is worstttt 😒,Negative
wow amazign 🙃 totallyyyyy helfpul,Sarcastic
lowkeyyyy this is great 🥳,Positive
lol thisss is aptheticccc 😒,Negative
highkeyyyyy it was averageee 🙂,Neutral
